Newcastle City Council Invoices over £250 paid in December 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KKT4,Council Suites,68.76
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1CG30,Accounts Payable,11.84
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1DT14,Walker Riverside Ind Units,23.60
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1MM01,Assess & Care Management MH,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+245,SB Visually Impaired Service,43.54
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1FN01,Lord Mayors Secretariat,28.93
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KJ94,Security Services Delegated,47.55
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1MB22,Initial Response Service,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1DT10,Riversdales Court Ind Est,47.20
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1CC52,Denton CSC,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+302,Parent Partnership Service,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E761,SB ICT Broadband Connectivity,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1EJ74,Newbiggin Hall Branch Library,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1CS14,Revs & Bens Small Grants,23.60
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KL1H,Keilder Cabins,15.15
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFP9,Gosforth Academy,23.25
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1HTPA,HRA-Palatine                 H,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+55,Ravenswood Primary,74.50
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+13,Cheviot Primary,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+17,Grange First,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+77,St. Albans R.C. Primary,19.92
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+97,Bridgewater Centre,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+161,Hadrian,108.70
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFE5,English Martyrs RC Primary Sch,21.24
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+26,Throckley Primary,112.69
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+27,Walbottle Primary,12.60
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+79,St. Bedes R.C. Primary,39.59
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+283,Atkinson Rd Nursery,24.09
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+48,Kenton Bar Primary,38.46
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+45,Hawthorn Primary,92.65
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+73,Christchurch CE Primary,32.21
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+84,St. Georges R.C. Primary,16.63
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+31,Archbishop Runcie C of E,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+25,South Gosforth First,38.98
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+11,Archibald First,40.42
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+83,St. Cuthberts R.C. Primary (W,16.78
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+95,St. Vincents R.C. Primary,40.31
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+85,St. John Vianney R.C. Primary,38.69
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+75,Our Lady & St. Annes R.C. Prmy,15.68
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+54,North Fawdon Primary,70.46
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+87,St. Lawrences R.C. Primary,46.96
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+81,St. Charles R.C. Primary,57.07
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+53,Mountfield Primary,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+33,Benton Park Primary,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+34,Broadwood Primary,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+28,Waverley Primary,56.02
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+56,St. John's Primary,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+12,Broadway Primary,42.55
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+16,Gosforth Park First,46.83
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+74,English Martyrs R.C. Primary,110.32
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+52,Moorside Primary,86.34
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+80,St. Catherines R.C. Primary,36.84
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+29,West Denton Primary,62.66
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+24,Simonside Primary,85.24
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+38,Byker Primary,23.60
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+96,Brunton First School,84.14
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+94,St. Teresas R.C. Primary,30.79
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+86,St. Josephs R.C. Primary,29.49
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+15,Farne Primary,68.03
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+39,Canning Street Primary,70.01
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+163,Thomas Bewick,30.38
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+61,Walkergate Primary School,102.84
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+282,Ashfield Nursery,61.34
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+63,Thomas Walling Primary,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+72,Wyndham Primary,16.78
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+285,Monkchester Rd Nursery,40.10
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+93,St. Pauls C.E. Primary,46.02
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+14,Dinnington First,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+91,St. Michaels R.C. Primary,174.56
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+105,Gosforth Central Middle,56.58
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+106,Gosforth East Middle,157.13
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+30,Westerhope Primary,66.14
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+170,Bridges School-Hospital,97.03
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFS1,Walker Technology College,15.68
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1MF02,16+ Team,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFG3,Kingston Park,20.72
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFR5,St Marys RC School,15.68
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFE6,Hawthorn Primary,13.14
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KENG,MOT,59.00
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFT3,Sir Charles Parsons School,15.68
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1FX00,Resources Overheads,35.43
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFH5,Westgate Hill Foster,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1MR05,Information Technology,247.25
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1ERDC,One Bill Dump Code,315.58
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFB9,Knop Law Primary School,27.93
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KJ31,Security - Manned Guards,50.63
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1EJ61,West End Branch Library,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1MX17,One Bill Error,294.86
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1EJ87,Library PFI Costs,56.41
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KELD,Planned Maintenance Sunderland,35.40
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1MG96,Carers Centre Saville Place,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1D520,Trading Standards,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFB1,Lemington Riverside Primary,44.72
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFC6,Archibald First School,14.87
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFX2,School Meals Overhead,17.17
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1DQ9L,S&M Trinity Kenton Lodge,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1DT02,Ayton St Workshops,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1EP91,Playcare Elswick,12.96
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KLR0,Football Development,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFK3,St Lawrences RC Prim,16.39
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1V206,Shop Mobility,60.55
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFR6,Benfield Comp,36.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFH6,Archbishop Runcie C of E First,20.79
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFL3,Welbeck Road Academy,13.10
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFJ6,Cragside Primary School,16.85
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFL2,Chillingham Rd Prim,13.11
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFB7,Farne Primary School,19.87
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFT4,Thomas Bewick Cateri,17.90
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFJ7,Hotspur Primary,20.08
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFK7,Tyne View Primary,18.52
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFG1,Hilton Academy,17.74
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFG7,Our Lady & St Annes RC Primary,18.32
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFE7,Moorside Comm Prim,18.50
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+32,Atkinson Road Primary,78.22
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFG8,St Cuthberts Prim Kenton,12.17
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFC3,Simonside Primary School,16.58
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFG9,St John Vianney RC Primary,20.22
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFJ5,Christ Church C of E Primary,13.86
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFC2,Regent Farm First,14.45
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFK2,St Catherines RC Pri,50.73
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFF3,St Bedes RC Primary,13.53
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFG6,Nth Fawdon Primary,12.23
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFK6,St Vincents RC Prim,16.70
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFJ8,Ravenswood Primary,18.95
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFH1,St Marks RC Primary,16.61
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFJ4,Benton Park Primary,13.54
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFB8,Grange First School,17.61
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFC4,South Gosforth First,15.17
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFE1,Broadwood Primary School,17.19
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFL1,West Walker Primary,13.09
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFB5,Waverley Primary,17.27
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1EJ54,Walker Branch Library,40.81
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFJ9,St Albans RC Primary,16.71
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFB6,Cheviot Primary School,18.17
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFL6,Byker Primary,18.08
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFT1,Hadrian School,12.77
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFF1,St Johns Primary,19.02
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFF8,St Cuthberts Prim Walbottle,14.39
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFH2,St Pauls C of E Prim,21.59
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFC1,Beech Hill Primary School,22.29
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFB4,Walbottle Village Primary Sch,17.64
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFF2,Stocksfield Ave Prim,31.06
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFA5,Monkchester Rd Nursery School,15.93
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFE3,Bridgewater Centre,16.79
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1MG02,Care Mgt Hospital Team OP,39.73
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFCL,Connie Lewcock House,13.21
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFC8,Gosforth Park First,24.74
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFWC,Welford Day Centre,20.29
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1EJ41,Fawdon Branch Library,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFHH,Harehills,23.60
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KKX3,Great North Rd Direct Costs,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1D504,Olympics 2012,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KHD8,Heaton Park Depot,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1FR07,Soft FM Holding Account,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFJ3,West Denton Primary,13.56
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KE15,Waste Disposal Byker,38.52
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1DT03,Denmark Street Industrial Est,23.60
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1EJ34,Home Delivery,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KEWM,Ayton Street Depot,23.60
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1DT07,Hawick Cres Industrial Estate,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1E+78,St. Anthonys C.E. Primary,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1DT11,St Michaels Workshops,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1HP93,Comm. Centres - N/B/H,4.72
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KR8E,Build Surv Team,47.20
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFF7,St Michaels Primary,13.35
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KEWK,Other Cleansing Depot,27.48
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1FC43,Cee West Team,27.48
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1EJ66,Fenham Branch Library,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1EJ44,Jesmond Branch Library,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFK4,St Oswalds RC Prim,14.87
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFN7,Gosforth Junior High Academy,11.80
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1KFG5,Mountfield Primary School,12.85
Chief Executive's,Utilities                              ,Supplies & Services,23/12/2014,AZZURRI COMMUNICATIONS LTD,6458183,Revenue,1DZW1,Mill Lane Ind. Est.,35.40
