Newcastle City Council Invoices over £250 paid in April 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Environment & Regeneration,Fleet Management System                ,Supplies & Services,30/04/2014,DENNIS EAGLE LTD,6216717,Revenue,3KES1,Fleetmaster Stores Account,339.04 
Children's Services,Educ School Planning    ,Supplies & Services,28/04/2014,DENTON BURN COMMUNITY ASSOCIATION,6223293,Revenue,1EEP5,2Yr Old Learning & Childcare,436.50 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213018,Revenue,1E+212,Transport Special,560.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213020,Revenue,1E+212,Transport Special,697.32 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213022,Revenue,1E+212,Transport Special,532.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213025,Revenue,1E+212,Transport Special,450.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213028,Revenue,1E+212,Transport Special,506.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213032,Revenue,1E+212,Transport Special,518.90 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213033,Revenue,1E+212,Transport Special,560.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213034,Revenue,1E+212,Transport Special,520.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213037,Revenue,1E+212,Transport Special,600.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213040,Revenue,1E+212,Transport Special,660.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213052,Revenue,1E+212,Transport Special,"1,140.00 "
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213057,Revenue,1E+212,Transport Special,780.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213079,Revenue,1E+212,Transport Special,414.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213082,Revenue,1E+212,Transport Special,460.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213083,Revenue,1E+212,Transport Special,540.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213084,Revenue,1E+212,Transport Special,"1,000.00 "
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213086,Revenue,1E+212,Transport Special,"1,140.00 "
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213092,Revenue,1E+212,Transport Special,700.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213093,Revenue,1E+212,Transport Special,336.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213095,Revenue,1E+212,Transport Special,448.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213109,Revenue,1E+212,Transport Special,910.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213110,Revenue,1E+212,Transport Special,360.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213035,Revenue,1E+212,Transport Special,560.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213043,Revenue,1E+212,Transport Special,522.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213045,Revenue,1E+212,Transport Special,600.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213081,Revenue,1E+212,Transport Special,570.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213089,Revenue,1E+212,Transport Special,570.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213090,Revenue,1E+212,Transport Special,480.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213091,Revenue,1E+212,Transport Special,522.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213097,Revenue,1E+212,Transport Special,392.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213100,Revenue,1E+212,Transport Special,342.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213104,Revenue,1E+212,Transport Special,937.60 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213111,Revenue,1E+212,Transport Special,600.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213112,Revenue,1E+212,Transport Special,660.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6213113,Revenue,1E+212,Transport Special,450.00 
Adult and Culture,Adult Serv Finance         ,Transfer Payments,15/04/2014,DENTON TRAVEL,6214087,Revenue,1E+212,Transport Special,728.00 
Children's Services,Childrens Services Support       ,Transfer Payments,02/04/2014,DENTON TRAVEL,6202011,Revenue,1E+212,Transport Special,590.00 
Children's Services,Childrens Services Support       ,Transport,09/04/2014,DENTON TRAVEL,6207609,Revenue,1MC02,Ind Sector Placements,490.00 
Children's Services,Childrens Services Support       ,Transport,09/04/2014,DENTON TRAVEL,6207633,Revenue,1MD62,Support to LAC,599.00 
Children's Services,Childrens Services Support       ,Supplies & Services,11/04/2014,DEPAUL TRUST,6208700,Revenue,1EY10,Youth Management,"16,265.50 "
Chief Executive's,CD - Legal Services              ,Supplies & Services,07/04/2014,DERE STREET BARRISTERS,6205955,Revenue,1MD68,Legal Fees Care,750.00 
Chief Executive's,CD - Legal Services              ,Supplies & Services,14/04/2014,DERE STREET BARRISTERS,6212052,Revenue,1MR52,Adults Admin Pool,600.00 
Chief Executive's,CD - Legal Services              ,Supplies & Services,14/04/2014,DERE STREET BARRISTERS,6212028,Revenue,1MR52,Adults Admin Pool,450.00 
Chief Executive's,CD - Legal Services              ,Supplies & Services,14/04/2014,DERE STREET BARRISTERS,6212056,Revenue,1MR52,Adults Admin Pool,600.00 
Chief Executive's,CD - Legal Services              ,Supplies & Services,14/04/2014,DERE STREET BARRISTERS,6212061,Revenue,1MR52,Adults Admin Pool,600.00 
Chief Executive's,CD - Legal Services              ,Supplies & Services,14/04/2014,DERE STREET BARRISTERS,6212064,Revenue,1MR52,Adults Admin Pool,400.00 
Chief Executive's,CD - Legal Services              ,Supplies & Services,25/04/2014,DERE STREET BARRISTERS,6222409,Revenue,1MR52,Adults Admin Pool,"1,250.00 "
Adult and Culture,Social Services                        ,Supplies & Services,10/04/2014,DERMALOGICA (UK) LTD,6209138,Revenue,1EA15,Newcastle City Learning,"1,579.92 "
Environment & Regeneration,Cityworks Gosforth         ,Supplies & Services,23/04/2014,DERWENT HEALTHCARE LIMITED,6215647,Revenue,1KL1G,Gosforth Pool,360.00 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",15/04/2014,DIMENSIONS,6214099,Revenue,1MK50,Ind Supported Living LD,"-2,168.18 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",15/04/2014,DIMENSIONS,6214099,Revenue,1MK50,Ind Supported Living LD,"-1,377.84 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,DIMENSIONS,6214099,Revenue,1MK50,Ind Supported Living LD,"44,616.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,DIMENSIONS,6214099,Revenue,3WH96,Continuing Care-Dom Payments,"6,076.80 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,DIMENSIONS,6214148,Revenue,1MK51,Ind Home-Per Care LD,"2,558.40 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,DIMENSIONS,6214148,Revenue,1MK55,Dom Care Family/Carer LD,246.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,DIMENSIONS,6214099,Revenue,1MK50,Ind Supported Living LD,"23,904.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/04/2014,DIMENSIONS,6214099,Revenue,3WH96,Continuing Care-Dom Payments,"3,891.20 "
Adult and Culture,Social Services                        ,Supplies & Services,15/04/2014,DIMENSIONS (UK) LTD,6213342,Revenue,3WJ01,Service Users Funds,"1,126.08 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216867,Revenue,1MK20,Ind Res Care LD,"1,459.16 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216869,Revenue,1MK20,Ind Res Care LD,"1,459.16 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216870,Revenue,1MK20,Ind Res Care LD,"1,459.16 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216871,Revenue,1MK20,Ind Res Care LD,"1,459.16 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216874,Revenue,1MK20,Ind Res Care LD,"2,550.20 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216876,Revenue,1MK20,Ind Res Care LD,"2,550.20 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216877,Revenue,1MK20,Ind Res Care LD,"2,550.20 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216880,Revenue,1MK20,Ind Res Care LD,"3,825.30 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216883,Revenue,1MK20,Ind Res Care LD,"1,459.16 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216885,Revenue,1MK20,Ind Res Care LD,"2,550.20 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216886,Revenue,1MK20,Ind Res Care LD,"4,800.00 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216889,Revenue,1MK20,Ind Res Care LD,"8,242.52 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216891,Revenue,1MK20,Ind Res Care LD,"5,550.00 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216894,Revenue,1MK20,Ind Res Care LD,"2,188.74 "
Adult and Culture,Social Services                        ,Third Party Payments,25/04/2014,DIMENSIONS (UK) LTD,6216895,Revenue,1MK20,Ind Res Care LD,"11,326.26 "
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,03/04/2014,DINNINGTON VILLAGE SOCIAL WELFARE COM,6203193,Revenue,1KN40,Castle Ward,"2,000.00 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08/04/2014,DIPTON MANOR CARE HOME,6206844,Revenue,1MG10,Ind Nursing Care Elderly,-737.96 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08/04/2014,DIPTON MANOR CARE HOME,6206844,Revenue,1MG20,Ind Res Care Elderly,-486.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08/04/2014,DIPTON MANOR CARE HOME,6206844,Revenue,1MG10,Ind Nursing Care Elderly,"1,983.92 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08/04/2014,DIPTON MANOR CARE HOME,6206844,Revenue,1MG20,Ind Res Care Elderly,"1,894.36 "
Children's Services,Childrens Services Support       ,Transfer Payments,03/04/2014,DIRECT CARS FOREST HALL LTD,6179450,Revenue,1E+212,Transport Special,540.80 
Children's Services,Childrens Services Support       ,Transfer Payments,28/04/2014,DIRECT CARS FOREST HALL LTD,6204586,Revenue,1E+212,Transport Special,327.80 
Children's Services,Childrens Services Support       ,Transfer Payments,28/04/2014,DIRECT CARS FOREST HALL LTD,6204590,Revenue,1E+212,Transport Special,436.80 
Children's Services,Childrens Services Support       ,Transfer Payments,28/04/2014,DIRECT CARS FOREST HALL LTD,6204760,Revenue,1E+212,Transport Special,560.00 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MG40,Direct Payments Elderly,"-2,212.48 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MH40,Direct Payments PD,-725.40 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MK40,Direct Payments LD,"-1,010.24 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MM40,Direct Payments MH,-357.16 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MG40,Direct Payments Elderly,-943.76 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MH40,Direct Payments PD,"-1,892.40 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MK40,Direct Payments LD,"-2,036.35 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MM40,Direct Payments MH,-507.96 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MD66,CWD Care Packages,"1,918.34 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MG40,Direct Payments Elderly,"13,002.24 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MH40,Direct Payments PD,"13,304.92 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MK40,Direct Payments LD,"22,144.84 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MM40,Direct Payments MH,457.62 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MD66,CWD Care Packages,"8,227.72 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MG40,Direct Payments Elderly,"10,835.79 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MH40,Direct Payments PD,"23,109.38 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MK40,Direct Payments LD,"51,120.78 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/04/2014,DISABILITY NORTH PAYROLL,6220259,Revenue,1MM40,Direct Payments MH,"7,321.96 "
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,28/04/2014,DIXONS OF WESTERHOPE (CALOR GAS),6223086,Revenue,1KEMV,Blacksmiths,260.07 
Environment & Regeneration,Highways                               ,Supplies & Services,04/04/2014,DIXONS OF WESTERHOPE (CALOR GAS),6193394,Revenue,3KIMF,Highways Stock Account,754.99 
Adult and Culture,Adult Serv Learn Disab     ,Transport,24/04/2014,DJ MINIBUSES,6220732,Revenue,1MK60,Ind Day Care LD,470.00 
Adult and Culture,Adult Serv Learn Disab     ,Transport,24/04/2014,DJ MINIBUSES,6220735,Revenue,1MK60,Ind Day Care LD,470.00 
Adult and Culture,Adult Serv Learn Disab     ,Transport,02/04/2014,DJ MINIBUSES,6202097,Revenue,1MK60,Ind Day Care LD,470.00 
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,03/04/2014,DORMA UK LTD,6168318,Revenue,1KKX1,Civic Centre Direct Costs,450.00 
Environment & Regeneration,E&R Parking Services       ,Premises,04/04/2014,DORMA UK LTD,6203058,Revenue,1V204,Car Parking Infrastructure,689.00 
Environment & Regeneration,E&R Parking Services       ,Premises,14/04/2014,DORMA UK LTD,6211818,Revenue,1V204,Car Parking Infrastructure,"1,485.50 "
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,25/04/2014,DOTTED EYES LTD,6219459,Revenue,1CM00,IT Management & Admin,"1,800.00 "
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,09/04/2014,DOUBLE DECKER DEN,6190928,Revenue,1EEH1,NBH CC Central Costs,"3,000.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/04/2014,DOVE ADOLESCENT SERVICES,6205784,Revenue,1MC02,Ind Sector Placements,"14,482.16 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/04/2014,DOVE ADOLESCENT SERVICES,6205785,Revenue,1MC02,Ind Sector Placements,"11,092.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,07/04/2014,DOVE ADOLESCENT SERVICES,6205786,Revenue,1MC02,Ind Sector Placements,"18,620.00 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22/04/2014,DOVECOTE,6217873,Revenue,1MG20,Ind Res Care Elderly,-510.96 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22/04/2014,DOVECOTE,6217873,Revenue,1MG20,Ind Res Care Elderly,"1,788.00 "
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/04/2014,DPC SCREEDING LTD,6214030,Revenue,1KVWC,Minor Works Contracts,424.00 
HRA,HRA Property Maint         ,Premises,04/04/2014,DPC SCREEDING LTD,6197640,Revenue,1HBTC,Planned Tech Maintenance,"3,008.00 "
Chief Executive's,CD - SPAM Trading Account        ,Capital Expenditure,03/04/2014,DTZ DEBENHAM TIE LEUNG,6203202,Capital,2N401,Capital General,"7,500.00 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,03/04/2014,DUMFRIES AND GALLOWAY COUNCIL,6201970,Revenue,1MG20,Ind Res Care Elderly,"2,272.16 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,16/04/2014,DUNDEE CITY COUNCIL,6204709,Revenue,1MG20,Ind Res Care Elderly,"2,332.44 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,11/04/2014,DURHAM CARE LINE LTD,6210579,Revenue,1MK50,Ind Supported Living LD,713.14 
Adult and Culture,Social Services                        ,Third Party Payments,10/04/2014,DURHAM COUNTY COUNCIL,6209140,Revenue,1MM40,Direct Payments MH,"3,200.85 "
Chief Executive's,CD - Business Dev Centres        ,Supplies & Services,10/04/2014,DURHAM COUNTY COUNCIL,6189720,Revenue,1DE50,i6- Charlotte Square NEC,"3,096.00 "
Children's Services,Educ School Planning    ,Third Party Payments,28/04/2014,DURHAM COUNTY COUNCIL,6209986,Revenue,1MC22,IND Sector Foster Carer Costs,"2,387.00 "
Environment & Regeneration,Regen Food Safety          ,Supplies & Services,25/04/2014,DURHAM COUNTY COUNCIL,6221112,Revenue,1D550,Executive and Events,499.00 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,22/04/2014,EASIBATHE,6215711,Revenue,3KIMD,Other Stores Stock Account,524.16 
HRA,HRA Invest/Del             ,Capital Expenditure,15/04/2014,EASIBATHE,6197669,Capital,2HE01,Capital Citywide,"3,444.00 "
HRA,HRA Invest/Del             ,Capital Expenditure,09/04/2014,EASIBATHE,6190947,Capital,2HE01,Capital Citywide,"2,659.69 "
HRA,HRA Invest/Del             ,Capital Expenditure,09/04/2014,EASIBATHE,6190949,Capital,2HE01,Capital Citywide,"3,226.72 "
HRA,HRA Invest/Del             ,Capital Expenditure,11/04/2014,EASIBATHE,6190948,Capital,2HE01,Capital Citywide,"1,859.82 "
HRA,HRA Invest/Del             ,Capital Expenditure,11/04/2014,EASIBATHE,6190948,Capital,2HE01,Capital Citywide,400.00 
HRA,HRA Invest/Del             ,Capital Expenditure,17/04/2014,EASIBATHE,6196176,Capital,2HE01,Capital Citywide,"3,617.98 "
HRA,HRA Invest/Del             ,Capital Expenditure,10/04/2014,EASIBATHE,6190920,Capital,2HE01,Capital Citywide,"2,842.91 "
HRA,HRA Invest/Del             ,Capital Expenditure,09/04/2014,EASIBATHE,6190847,Capital,2HE01,Capital Citywide,"2,470.57 "
HRA,HRA Invest/Del             ,Capital Expenditure,09/04/2014,EASIBATHE,6190947,Capital,2HE01,Capital Citywide,"1,139.86 "
HRA,HRA Invest/Del             ,Capital Expenditure,30/04/2014,EASIBATHE,6206955,Capital,2HE01,Capital Citywide,"2,092.66 "
HRA,HRA Invest/Del             ,Premises,03/04/2014,EASIBATHE,6182934,Revenue,1HRA8,HRA - Investment Related Expe,371.52 
HRA,HRA Invest/Del             ,Premises,14/04/2014,EASIBATHE,6190918,Revenue,1HRA8,HRA - Investment Related Expe,264.36 
HRA,HRA Invest/Del             ,Premises,14/04/2014,EASIBATHE,6190914,Revenue,1HRA8,HRA - Investment Related Expe,264.36 
HRA,HRA Invest/Del             ,Premises,14/04/2014,EASIBATHE,6190915,Revenue,1HRA8,HRA - Investment Related Expe,264.36 
HRA,HRA Invest/Del             ,Premises,14/04/2014,EASIBATHE,6190916,Revenue,1HRA8,HRA - Investment Related Expe,264.36 
HRA,HRA Invest/Del             ,Premises,14/04/2014,EASIBATHE,6190917,Revenue,1HRA8,HRA - Investment Related Expe,264.36 
HRA,HRA Invest/Del             ,Supplies & Services,03/04/2014,EASIBATHE,6190921,Revenue,1HRA8,HRA - Investment Related Expe,"3,678.92 "
HRA,HRA Invest/Del             ,Supplies & Services,17/04/2014,EASIBATHE,6217165,Revenue,1HRA8,HRA - Investment Related Expe,"2,015.10 "
HRA,HRA Invest/Del             ,Supplies & Services,17/04/2014,EASIBATHE,6217166,Revenue,1HRA8,HRA - Investment Related Expe,"2,167.06 "
HRA,HRA Invest/Del             ,Supplies & Services,14/04/2014,EASIBATHE,6197655,Revenue,1HRA8,HRA - Investment Related Expe,264.36 
HRA,HRA Invest/Del             ,Supplies & Services,09/04/2014,EASIBATHE,6190846,Revenue,1HRA8,HRA - Investment Related Expe,"3,443.21 "
HRA,HRA Mech & Elec            ,Premises,17/04/2014,EASIBATHE,6199210,Revenue,1HBSP,Planned Service&Plant Maint,"20,702.46 "
Adult and Culture,Social Services                        ,Supplies & Services,17/04/2014,EAST DURHAM COLLEGE,6196289,Revenue,1E20P,High Needs Post16 Funding,"12,462.53 "
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,28/04/2014,EASTFIELD ACTION GROUP,6224309,Revenue,1KN64,Walkergate Ward,"5,000.00 "
Chief Executive's,CD - Corporate Services NOR            ,Supplies & Services,24/04/2014,EASTLANDS MEDICOLEGAL SERVICES LTD,6220794,Revenue,1MD68,Legal Fees Care,400.00 
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,23/04/2014,EBM OFFICE CENTRE LIMITED,6215477,Revenue,1MR52,Adults Admin Pool,"8,217.00 "
Chief Executive's,CD - Communities                 ,Supplies & Services,25/04/2014,ECOREGENER8,6222277,Revenue,1KL25,Edible Elswick,336.00 
Environment & Regeneration,E&R Parking Services       ,Transport,17/04/2014,EDINBURGH BICYCLE COOPERATIVE,6216983,Revenue,1V303,Cycle to Work Scheme,832.50 
Environment & Regeneration,E&R Parking Services       ,Transport,17/04/2014,EDINBURGH BICYCLE COOPERATIVE,6216984,Revenue,1V303,Cycle to Work Scheme,431.65 
Environment & Regeneration,E&R Parking Services       ,Transport,10/04/2014,EDINBURGH BICYCLE COOPERATIVE,6208672,Revenue,1V303,Cycle to Work Scheme,498.80 
Environment & Regeneration,Highways                               ,Supplies & Services,08/04/2014,EDMUNDSON ELECTRICAL LTD,6203701,Revenue,1KELA,Traffic Sig General O/H,662.50 
Environment & Regeneration,Highways                               ,Supplies & Services,09/04/2014,EDMUNDSON ELECTRICAL LTD,6207590,Revenue,1KEMC,Highways,271.49 
Environment & Regeneration,NS: District Heating       ,Supplies & Services,29/04/2014,EDMUNDSON ELECTRICAL LTD,6218388,Revenue,1KR8E,Build Surv Team,299.10 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08/04/2014,EIGHTON LODGE,6206741,Revenue,1MG20,Ind Res Care Elderly,-488.45 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08/04/2014,EIGHTON LODGE,6206741,Revenue,1MG20,Ind Res Care Elderly,"1,880.00 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/04/2014,ELECTRIC CENTER,6202576,Revenue,1KBAA,Building Contracts,609.24 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,10/04/2014,ELECTRIC CENTER,6184370,Revenue,1KVEE,Electrical Stand Alone Works,"1,108.65 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25/04/2014,ELECTRIC CENTER,6221065,Revenue,1KVEE,Electrical Stand Alone Works,453.04 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,30/04/2014,ELECTRIC CENTER,6226128,Revenue,1KR1W,Response West,"1,980.00 "
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,23/04/2014,ELITE EMBROIDERY LIMITED,6219583,Revenue,1KL3A,City Hall,304.00 
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,23/04/2014,ELITE EMBROIDERY LIMITED,6219584,Revenue,1KL3A,City Hall,879.00 
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,10/04/2014,ELJAY RESEARCH,6208750,Capital,2DP02,Devt Capital CC,"3,000.00 "
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,10/04/2014,ELJAY RESEARCH,6208759,Capital,2DP02,Devt Capital CC,"3,435.00 "
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,25/04/2014,ELJAY RESEARCH,6219418,Capital,2DP02,Devt Capital CC,950.00 
Environment & Regeneration,NS: Street Lighting PFI    ,Third Party Payments,28/04/2014,ELJAY RESEARCH,6218243,Revenue,1KEMG,PFI Contract Costs,"3,350.00 "
Environment & Regeneration,E&R Planning Policy        ,Supplies & Services,30/04/2014,ELJAY RESEARCH,6227234,Revenue,1V688,LDF - Other LDF Work,"3,200.00 "
Children's Services,Educ SENTASS               ,Supplies & Services,08/04/2014,ELKLAN,6207072,Revenue,1E655,Language Impairment Team,294.00 
Adult and Culture,Social Services-Carefirst              ,Long Term Assets,22/04/2014,ELLA MCCAMBRIDGE,6217863,Revenue,4WX13,Ind Sector Client Loan Fund,"1,472.96 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22/04/2014,ELLA MCCAMBRIDGE,6217863,Revenue,1MG20,Ind Res Care Elderly,"-18,960.52 "
